Existence of initiatives and projects in the past five years to improve the tourism sector - exists,Existence of cafes - does not exist,Tourism Index,Existence of touristic attractions that can be expolited and developed - does not exist,Existence of touristic attractions prone to be exploited and developed - exists,Total number of hotels,Town,Total number of cafes,Observation URI,Existence of hotels - does not exist,Existence of restaurants - does not exist,Existence of cafes - exists,references,Existence of hotels - exists,refArea,Total number of guest houses,Total number of restaurants,publisher,dataset,Existence of guest houses - exists,Existence of guest houses - does not exist,Existence of restaurants - exists
0,1,3,1,0,0,Sfinet Ed-Draib,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sfinet+Ed-Draib,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Sfireh,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sfireh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,0,1,5,Shawagheer El-Faouqa,15,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Shawagheer+El-Faouqa,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Hermel_District,0,34,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Shayleh Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Shayleh+Kesrouane,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Sibline,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sibline,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Sindianet Zeidane,16,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sindianet+Zeidane,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,8,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,1,0,0,Sini,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sini,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,9,1,0,3,Sinn El-Fil,25,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sinn+El-Fil,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Matn_District,0,25,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Sir Ed-Danniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sir+Ed-Danniyeh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Sir El-Gharbiyeh,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sir+El-Gharbiyeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,1,0,1,0,Sirhmoul,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sirhmoul,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,2,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,0,1,0,0,Sirjbal,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sirjbal,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,10,1,0,1,Sohmor,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sohmor,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Western_Beqaa_District,10,7,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,3,1,0,0,Soltan Yacoub el Aradi,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Soltan+Yacoub+el+Aradi,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Souairi,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Souairi,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Souaisset Aakkar,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Souaisset+Aakkar,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Soufaileh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Soufaileh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Soultaniyet Bent Jbeil,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Soultaniyet+Bent+Jbeil,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Souq El-Gharb,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Souq+El-Gharb,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,10,0,0,0,Sour,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sour,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,1,0,0,Srar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Srar,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Srayri,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Srayri,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Srifa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Srifa,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Srobbine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Srobbine,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,0,1,0,Taaid,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taaid,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Taalbaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taalbaya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Taazaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taazaniyeh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Tabarja,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tabarja,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,0,0,0,0,Tahouitat El Ghadir,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tahouitat+El+Ghadir,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,0,1,0,Taibet Baalbek,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taibet+Baalbek,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Tal Aabbas,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tal+Aabbas,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Talia,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Talia,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Tall Aabbas Ech-Charqi,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tall+Aabbas+Ech-Charqi,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Tall Bireh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tall+Bireh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Tall Hmayra,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tall+Hmayra,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,4,1,0,0,Tall Meaayan Tall Kiri,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tall+Meaayan+Tall+Kiri,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,6,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,1,0,1,0,0,Tall Znoub,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tall+Znoub,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Tallet Chattaha,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tallet+Chattaha,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,0,0,0,Talloussa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Talloussa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,6,0,1,1,Tanbourit,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tanbourit,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Sidon_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Tannoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tannoura,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,7,0,1,2,Tannourine El-Faouqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tannourine+El-Faouqa,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Batroun_District,5,30,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,3,1,0,0,Taraiya,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taraiya,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,7,0,1,0,Tarchich,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tarchich,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,1,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
1,0,6,0,1,0,Tartij,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tartij,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Tawfiqiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tawfiqiya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Taybet Matjaayoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Taybet+Matjaayoun,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,7,0,1,0,Tayr Debbeh,20,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tayr+Debbeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,30,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,3,0,0,0,Tayr Falsay,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tayr+Falsay,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Tayr Harfa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tayr+Harfa,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Teffahta,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Teffahta,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Temnine El-Faouqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Temnine+El-Faouqa,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,6,0,1,1,Temnine Et-Tahta,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Temnine+Et-Tahta,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Terbol Zahleh,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Terbol+Zahleh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,7,1,0,1,Thoum,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Thoum,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Batroun_District,2,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,3,1,0,0,Tibnine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tibnine,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Tikrit,12,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tikrit,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Tiri,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tiri,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Tleil,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tleil,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,6,1,0,0,Torbol Menie,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Torbol+Menie,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,4,1,0,0,Toula,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Toula,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,1,0,1,0,0,Toula El-Batroun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Toula+El-Batroun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,1,0,1,Touline,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Touline,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Marjeyoun_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Toura,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Toura,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Trablous ,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Trablous+,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Tshea,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Tshea,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,10,0,1,1,Vidar,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Vidar,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Byblos_District,1,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,1,0,0,Wadi Jezzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Wadi+Jezzine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,10,1,0,1,Yammouneh,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yammouneh,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,5,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,3,0,0,0,Yanouh Sour,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yanouh+Sour,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,6,1,0,0,Yanta,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yanta,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,0,1,0,Yaroun,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yaroun,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Yater,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yater,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Yohmor En-Nabatiyeh,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yohmor+En-Nabatiyeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Yohmor West Bekaa,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Yohmor+West+Bekaa,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Younine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Younine,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
